[2019/10/15 - 19:37:32] Yousha (ID: 0 | SQL ID: 2156 | Level: 10 | IP: 182.182.194.207) has logged in.
[2019/11/6 - 18:16:45] Sasho_Pk (ID: 4 | SQL ID: 4139 | Level: 1 | IP: 46.35.180.252) has disconnected.
[2019/11/6 - 18:22:38] Katsuro_Hiroshi (ID: 4 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 18:23:32] Abdullah_X_Knights (ID: 2 | SQL ID: 2625 | Level: 35 | IP: 39.35.116.101) has disconnected.
[2019/11/6 - 18:24:08] Katsuro_Hiroshi (ID: 4 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 18:24:48] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 18:25:22] Gogonel_Gogonea (ID: 4 | SQL ID: 4141 | Level: 1 | IP: 79.113.216.242) has logged in.
[2019/11/6 - 18:25:49] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 18:26:29] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 18:29:43] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 18:31:08] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 18:33:34] William (ID: 6 | SQL ID: 3735 | Level: 69 | IP: 197.37.170.199) has logged in.
[2019/11/6 - 18:36:19] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 18:37:12] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 18:38:02] Fredy (ID: 1 | SQL ID: 3642 | Level: 69 | IP: 119.160.65.140) has disconnected.
[2019/11/6 - 18:38:10] Huzaifa_X_Knights (ID: 3 | SQL ID: 2632 | Level: 34 | IP: 119.160.65.140) has disconnected.
[2019/11/6 - 18:38:59] Gogonel_Gogonea (ID: 4 | SQL ID: 4141 | Level: 1 | IP: 79.113.216.242) has disconnected.
[2019/11/6 - 18:40:17] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 18:40:37] William (ID: 6 | SQL ID: 3735 | Level: 69 | IP: 197.37.170.199) has disconnected.
[2019/11/6 - 18:43:36] Katsuro_Hiroshi (ID: 1 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 18:44:10] Katsuro_Hiroshi (ID: 1 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 18:45:07] Chris_Thompson (ID: 2 | SQL ID: 3552 | Level: 5 | IP: 41.37.177.49) has logged in.
[2019/11/6 - 18:46:16] Katsuro_Hiroshi (ID: 1 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 18:48:37] Katsuro_Hiroshi (ID: 1 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 18:52:53] Katsuro_Hiroshi (ID: 1 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 18:59:57] Chris_Thompson (ID: 2 | SQL ID: 3552 | Level: 5 | IP: 41.37.177.49) has disconnected.
[2019/11/6 - 19:00:31] Katsuro_Hiroshi (ID: 1 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 19:04:37] Katsuro_Hiroshi (ID: 1 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 19:06:07] Katsuro_Hiroshi (ID: 1 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 19:26:19] Nick_Mcfellow (ID: 1 | SQL ID: 1605 | Level: 25 | IP: 77.139.221.152) has logged in.
[2019/11/6 - 19:28:37] Jacob_Underwood (ID: 0 | SQL ID: 1049 | Level: 32 | IP: 182.182.247.209) has disconnected.
[2019/11/6 - 19:42:39] William (ID: 0 | SQL ID: 3735 | Level: 69 | IP: 197.37.170.199) has logged in.
[2019/11/6 - 19:52:28] Sania_Galevskiy (ID: 2 | SQL ID: 4142 | Level: 1 | IP: 91.211.132.12) has logged in.
[2019/11/6 - 19:55:06] Sania_Galevskiy (ID: 2 | SQL ID: 4142 | Level: 1 | IP: 91.211.132.12) has disconnected.
[2019/11/6 - 19:56:18] Nick_Mcfellow (ID: 1 | SQL ID: 1605 | Level: 25 | IP: 77.139.221.152) has disconnected.
[2019/11/6 - 20:16:10] Semi_Totorin (ID: 1 | SQL ID: 3876 | Level: 5 | IP: 2.43.175.204) has logged in.
[2019/11/6 - 20:19:11] Scorpion (ID: 2 | SQL ID: 85 | Level: 2 | IP: 45.118.61.157) has logged in.
[2019/11/6 - 20:20:48] Chan (ID: 3 | SQL ID: 4095 | Level: 6 | IP: 70.117.138.80) has logged in.
[2019/11/6 - 20:21:22] Chan (ID: 3 | SQL ID: 4095 | Level: 6 | IP: 70.117.138.80) has disconnected.
[2019/11/6 - 20:21:29] Carlos_Cardoza (ID: 4 | SQL ID: 4143 | Level: 1 | IP: 190.201.246.44) has logged in.
[2019/11/6 - 20:22:09] Scorpion (ID: 2 | SQL ID: 85 | Level: 2 | IP: 45.118.61.157) has timed out.
[2019/11/6 - 20:22:24] Carlos_Cardoza (ID: 4 | SQL ID: 4143 | Level: 1 | IP: 190.201.246.44) has disconnected.
[2019/11/6 - 20:35:27] Semi_Totorin (ID: 1 | SQL ID: 3876 | Level: 6 | IP: 2.43.175.204) has disconnected.
[2019/11/6 - 20:38:06] Semi_Totorin (ID: 1 | SQL ID: 3876 | Level: 6 | IP: 2.43.175.204) has logged in.
[2019/11/6 - 20:38:27] William (ID: 0 | SQL ID: 3735 | Level: 69 | IP: 197.37.170.199) has disconnected.
[2019/11/6 - 20:45:15] Nick_Mcfellow (ID: 0 | SQL ID: 1605 | Level: 25 | IP: 77.139.221.152) has logged in.
[2019/11/6 - 21:06:08] Chan (ID: 2 | SQL ID: 4095 | Level: 6 | IP: 70.117.138.80) has logged in.
[2019/11/6 - 21:07:18] Katsuro_Hiroshi (ID: 3 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 21:12:39] Katsuro_Hiroshi (ID: 3 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 21:13:47] Katsuro_Hiroshi (ID: 3 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 21:14:19] Chan_Blaze (ID: 4 | SQL ID: 1316 | Level: 73 | IP: 70.117.138.80) has logged in.
[2019/11/6 - 21:18:18] Chelsya_Thomas (ID: 6 | SQL ID: 1421 | Level: 12 | IP: 172.97.133.235) has logged in.
[2019/11/6 - 21:18:50] Chan (ID: 2 | SQL ID: 4095 | Level: 6 | IP: 70.117.138.80) has disconnected.
[2019/11/6 - 21:18:56] Chan_Blaze (ID: 4 | SQL ID: 1316 | Level: 73 | IP: 70.117.138.80) has disconnected.
[2019/11/6 - 21:23:15] Katsuro_Hiroshi (ID: 3 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has timed out.
[2019/11/6 - 21:23:40] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 21:26:20] Chelsya_Thomas (ID: 6 | SQL ID: 1421 | Level: 12 | IP: 172.97.133.235) has disconnected.
[2019/11/6 - 21:31:15] Semi_Totorin (ID: 1 | SQL ID: 3876 | Level: 6 | IP: 2.43.175.204) has disconnected.
[2019/11/6 - 21:33:50] Semi_Totorin (ID: 1 | SQL ID: 3876 | Level: 6 | IP: 2.43.175.204) has logged in.
[2019/11/6 - 21:34:54] Nick_Mcfellow (ID: 0 | SQL ID: 1605 | Level: 25 | IP: 77.139.221.152) has disconnected.
[2019/11/6 - 21:35:35] Mcfellow (ID: 0 | SQL ID: 2575 | Level: 2 | IP: 77.139.221.152) has logged in.
[2019/11/6 - 21:43:03] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 21:44:23] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has logged in.
[2019/11/6 - 22:01:26] Mcfellow (ID: 0 | SQL ID: 2575 | Level: 2 | IP: 77.139.221.152) has disconnected.
[2019/11/6 - 22:05:46] Semi_Totorin (ID: 1 | SQL ID: 3876 | Level: 6 | IP: 2.43.175.204) has disconnected.
[2019/11/6 - 22:08:18] Katsuro_Hiroshi (ID: 2 | SQL ID: 3186 | Level: 35 | IP: 110.54.232.102) has disconnected.
[2019/11/6 - 22:51:36] Chan (ID: 0 | SQL ID: 4095 | Level: 6 | IP: 70.117.138.80) has logged in.
[2019/11/6 - 22:54:04] Chelsya_Thomas (ID: 1 | SQL ID: 1421 | Level: 12 | IP: 172.97.133.235) has logged in.
[2019/11/6 - 23:02:44] Charles (ID: 2 | SQL ID: 4098 | Level: 1 | IP: 184.64.103.165) has logged in.
[2019/11/6 - 23:18:52] Chelsya_Thomas (ID: 1 | SQL ID: 1421 | Level: 12 | IP: 172.97.133.235) has disconnected.
[2019/11/6 - 23:44:02] Charles (ID: 2 | SQL ID: 4098 | Level: 1 | IP: 184.64.103.165) has disconnected.
[2019/11/7 - 0:16:24] Chan (ID: 0 | SQL ID: 4095 | Level: 6 | IP: 70.117.138.80) has disconnected.
[2019/11/7 - 0:24:35] Javier_Gonzalez (ID: 0 | SQL ID: 1900 | Level: 5 | IP: 112.198.75.217) has logged in.
[2019/11/7 - 0:40:30] Javier_Gonzalez (ID: 0 | SQL ID: 1900 | Level: 5 | IP: 112.198.75.217) has disconnected.
[2019/11/7 - 0:50:57] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 0:53:27] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 0:53:58] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 0:54:58] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 0:55:22] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 0:56:19] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has been kicked/banned.
[2019/11/7 - 0:57:04] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 0:57:17] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has timed out.
[2019/11/7 - 0:57:25] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 0:57:51] Arturo_Murillo (ID: 1 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 0:57:56] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 0:58:48] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 0:59:43] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:02:20] Arturo_Murillo (ID: 1 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:02:55] Tsukiya_U._Visarely (ID: 0 | SQL ID: 3912 | Level: 21 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:03:14] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:04:23] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:13:57] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:14:33] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has been kicked/banned.
[2019/11/7 - 1:15:50] Grant_Gustin (ID: 1 | SQL ID: 1455 | Level: 6 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:18:54] Grant_Gustin (ID: 1 | SQL ID: 1455 | Level: 6 | IP: 49.145.193.236) has timed out.
[2019/11/7 - 1:20:14] Alex_Murphy (ID: 1 | SQL ID: 3824 | Level: 6 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:24:35] Jino_Smith (ID: 2 | SQL ID: 3981 | Level: 1 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 1:26:58] Jino_Smith (ID: 2 | SQL ID: 3981 | Level: 1 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 1:27:33] Jino_Smith (ID: 2 | SQL ID: 3981 | Level: 1 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 1:29:16] Alex_Murphy (ID: 1 | SQL ID: 3824 | Level: 6 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:30:00] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:31:05] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:31:50] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:32:17] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:32:49] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:32:50] Jino_Smith (ID: 2 | SQL ID: 3981 | Level: 1 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 1:33:19] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:34:34] Sophy_Jefferson (ID: 1 | SQL ID: 4144 | Level: 1 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:41:10] Sophy_Jefferson (ID: 1 | SQL ID: 4144 | Level: 1 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:41:42] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:42:08] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:44:20] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:44:56] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:45:32] Sophy_Ortodox (ID: 2 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:46:54] Sophy_Ortodox (ID: 2 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has timed out.
[2019/11/7 - 1:47:16] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:51:01] Tsukiya_U._Visarely (ID: 0 | SQL ID: 3912 | Level: 21 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:51:40] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:52:07] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:52:51] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 1:53:18] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 1:54:13] Sophy_Ortodox (ID: 0 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 2:12:34] Arturo_Murillo (ID: 0 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 2:14:12] Arturo_Murillo (ID: 0 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 2:58:04] Ryan_Bang (ID: 0 | SQL ID: 3531 | Level: 30 | IP: 112.203.49.155) has logged in.
[2019/11/7 - 3:00:24] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 3:01:29] Arturo_Murillo (ID: 2 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 3:02:33] Doffy (ID: 4 | SQL ID: 4053 | Level: 13 | IP: 49.145.207.190) has logged in.
[2019/11/7 - 3:02:34] Arturo_Murillo (ID: 2 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 3:02:55] Doffy (ID: 4 | SQL ID: 4053 | Level: 13 | IP: 49.145.207.190) has disconnected.
[2019/11/7 - 3:03:21] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 3:03:50] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 3:05:09] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 3:05:40] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 3:06:35] Sophy_Ortodox (ID: 1 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has timed out.
[2019/11/7 - 3:07:34] Charles (ID: 1 | SQL ID: 4098 | Level: 1 | IP: 184.64.103.165) has logged in.
[2019/11/7 - 3:07:47] Ryan_Bang (ID: 0 | SQL ID: 3531 | Level: 30 | IP: 112.203.49.155) has disconnected.
[2019/11/7 - 3:08:20] Arturo_Murillo (ID: 0 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 3:08:35] Sophy_Ortodox (ID: 2 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 3:09:22] Arturo_Murillo (ID: 0 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 3:09:34] Sophy_Ortodox (ID: 2 | SQL ID: 1499 | Level: 10 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 3:10:44] Arturo_Murillo (ID: 0 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 3:11:00] Mark_Winterfield (ID: 2 | SQL ID: 2882 | Level: 23 | IP: 120.29.77.46) has logged in.
[2019/11/7 - 3:11:12] Charles (ID: 1 | SQL ID: 4098 | Level: 1 | IP: 184.64.103.165) has disconnected.
[2019/11/7 - 3:11:19] Arturo_Murillo (ID: 0 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 3:12:57] Mark_Winterfield (ID: 2 | SQL ID: 2882 | Level: 23 | IP: 120.29.77.46) has disconnected.
[2019/11/7 - 3:13:42] Tony_Painter (ID: 0 | SQL ID: 3918 | Level: 5 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 3:16:19] Charles (ID: 1 | SQL ID: 4098 | Level: 1 | IP: 184.64.103.165) has logged in.
[2019/11/7 - 3:20:39] Tony_Painter (ID: 0 | SQL ID: 3918 | Level: 5 | IP: 175.158.233.143) has timed out.
[2019/11/7 - 3:21:39] Edward_Mojo (ID: 0 | SQL ID: 4059 | Level: 3 | IP: 101.53.247.31) has logged in.
[2019/11/7 - 3:32:19] Uzi_Slade (ID: 2 | SQL ID: 4145 | Level: 1 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 3:32:32] Mark_Winterfield (ID: 3 | SQL ID: 2882 | Level: 23 | IP: 120.29.77.46) has logged in.
[2019/11/7 - 3:36:57] Uzi_Slade (ID: 2 | SQL ID: 4145 | Level: 1 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 3:43:48] Mark_Winterfield (ID: 3 | SQL ID: 2882 | Level: 23 | IP: 120.29.77.46) has disconnected.
[2019/11/7 - 3:47:33] Ryan_Bang (ID: 2 | SQL ID: 3531 | Level: 30 | IP: 112.203.49.155) has logged in.
[2019/11/7 - 3:50:04] Kirk_Smith (ID: 3 | SQL ID: 3835 | Level: 4 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 3:50:37] Marcin_Gucci_Benson (ID: 4 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.78) has logged in.
[2019/11/7 - 3:52:35] Arturo_Murillo (ID: 6 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 3:52:54] Doffy (ID: 7 | SQL ID: 4053 | Level: 13 | IP: 49.145.207.190) has logged in.
[2019/11/7 - 3:53:27] Hood_Charles (ID: 8 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 3:53:29] Doffy (ID: 7 | SQL ID: 4053 | Level: 13 | IP: 49.145.207.190) has disconnected.
[2019/11/7 - 3:53:47] Arturo_Murillo (ID: 6 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 3:55:22] Marcin_Gucci_Benson (ID: 4 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.78) has disconnected.
[2019/11/7 - 3:55:36] Akira (ID: 4 | SQL ID: 2971 | Level: 38 | IP: 49.149.70.239) has logged in.
[2019/11/7 - 3:56:11] Marcin_Gucci_Benson (ID: 6 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.78) has logged in.
[2019/11/7 - 3:56:38] Akira (ID: 4 | SQL ID: 2971 | Level: 38 | IP: 49.149.70.239) has timed out.
[2019/11/7 - 3:58:20] Hood_Charles (ID: 8 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 3:59:22] Arturo_Murillo (ID: 4 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 4:00:05] Arturo_Murillo (ID: 4 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 4:00:35] Hood_Charles (ID: 4 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:01:15] Kirk_Smith (ID: 3 | SQL ID: 3835 | Level: 4 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:01:29] Arturo_Murillo (ID: 7 | SQL ID: 3283 | Level: 34 | IP: 103.201.129.26) has logged in.
[2019/11/7 - 4:02:00] Kirk_Smith (ID: 3 | SQL ID: 3835 | Level: 4 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:02:33] Arturo_Murillo (ID: 7 | SQL ID: 3283 | Level: 34 | IP: 103.201.129.26) has disconnected.
[2019/11/7 - 4:04:35] Hood_Charles (ID: 4 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:06:48] Kent_Bruce (ID: 4 | SQL ID: 3933 | Level: 9 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:08:10] Kirk_Smith (ID: 3 | SQL ID: 3835 | Level: 4 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:08:46] Hood_Charles (ID: 3 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:12:41] Marcin_Gucci_Benson (ID: 6 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.78) has timed out.
[2019/11/7 - 4:15:29] Kent_Bruce (ID: 4 | SQL ID: 3933 | Level: 9 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:15:51] Arturo_Murillo (ID: 4 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 4:16:08] Kent_Bruce (ID: 7 | SQL ID: 3933 | Level: 9 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:16:26] Arturo_Murillo (ID: 4 | SQL ID: 3283 | Level: 34 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 4:16:52] Kent_Bruce (ID: 7 | SQL ID: 3933 | Level: 9 | IP: 175.158.233.143) has timed out.
[2019/11/7 - 4:17:30] Kent_Bruce (ID: 4 | SQL ID: 3933 | Level: 9 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:19:08] Hood_Charles (ID: 3 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:22:20] Hood_Charles (ID: 3 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:25:57] Doffy (ID: 6 | SQL ID: 4053 | Level: 13 | IP: 49.145.207.190) has logged in.
[2019/11/7 - 4:28:00] Doffy (ID: 6 | SQL ID: 4053 | Level: 13 | IP: 49.145.207.190) has disconnected.
[2019/11/7 - 4:28:14] Hood_Charles (ID: 3 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:28:57] Alex_Murphy (ID: 6 | SQL ID: 3824 | Level: 6 | IP: 49.145.193.236) has logged in.
[2019/11/7 - 4:29:01] Hood_Charles (ID: 3 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:31:25] Chan (ID: 8 | SQL ID: 4095 | Level: 6 | IP: 70.117.138.80) has logged in.
[2019/11/7 - 4:32:50] Hood_Charles (ID: 3 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:34:23] Hood_Charles (ID: 7 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:34:55] Hood_Charles (ID: 7 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:35:13] Kent_Bruce (ID: 4 | SQL ID: 3933 | Level: 9 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:35:32] Hood_Charles (ID: 3 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:36:15] Hood_Charles (ID: 3 | SQL ID: 3926 | Level: 15 | IP: 175.158.233.143) has disconnected.
[2019/11/7 - 4:43:23] Alex_Murphy (ID: 6 | SQL ID: 3824 | Level: 6 | IP: 49.145.193.236) has disconnected.
[2019/11/7 - 4:44:32] Kenneth_Hood (ID: 3 | SQL ID: 4146 | Level: 1 | IP: 175.158.233.143) has logged in.
[2019/11/7 - 4:50:27] Kenneth_Hood (ID: 3 | SQL ID: 4146 | Level: 1 | IP: 175.158.233.143) has disconnected.
